,State,LGA,ward,WardCode,geometry,Target,Number_of_public_water_supply,Number_of_markets,Number_of_dump_sites,area,avg_distance_btw_dumpsites_&_water_sources,avg_distance_btw_markets_&_dumpsites,avg_distance_btw_markets_&_water_sources
0,Abia,Umuahia South,Ubakala A,ABSAPR12,"POLYGON ((329878.1262163264 606239.8255526555, 329899.0871792964 605279.1707579936, 330215.80524035904 604568.3778562237, 330243.46580571774 603836.3733689317, 328826.91654192423 602136.9582056656, 328402.1299108188 601983.6226670975, 327502.2202135321 602196.1935054492, 326906.10145313 602007.4602812679, 326099.6352075177 601752.1397829232, 325055.1586037689 602142.2978016672, 324609.27940547554 602124.0255114384, 324345.48152595235 602126.074416647, 323299.56575219403 602515.1457689892, 323113.1179536866 602584.4229944316, 322842.8491458568 604295.4163870008, 323032.1139391046 605395.2939453279, 323915.5387991796 605251.413034738, 325131.68858998024 605424.7438748017, 325823.2934401975 605366.5134489457, 326237.1198030233 605508.6039517226, 326590.2656878955 605552.2342331975, 327077.4012371412 605710.0449844857, 327289.09892125137 605711.6444459236, 327932.67545571737 605802.5910256928, 328168.7008020214 605814.1484962743, 328590.5105477122 606147.7122764145, 328750.67143260833 606412.6316065406, 329134.7540983227 606919.5395870737, 329328.4943804977 607173.4413819874, 329701.34312477475 606823.1886006484, 329878.1262163264 606239.8255526555))",1,17,5,3,24955945.31652376,2228.902305009043,686355.4333715453,688063.3373696463
1,Katsina,Kankia,Rimaye,42007,"POLYGON ((377863.41048887 1352701.6666771427, 376889.9424433613 1352561.732324986, 376420.8046321277 1352413.354988735, 375999.2428537424 1352389.1826498485, 375730.2969466341 1352380.0420840622, 375792.2329462835 1352683.3357155344, 375497.8608768783 1353156.584085502, 375311.47548802063 1353306.6831017677, 375017.5125860976 1353492.9026891787, 374679.8986414466 1353739.1088869243, 374182.6463418648 1354159.2699804874, 373161.5393316261 1355455.8355689633, 372902.1441181037 1356201.936616726, 373348.38530077186 1356466.268099415, 372971.2201012982 1359260.667956689, 372852.69162391755 1359407.0542703154, 372726.9891880628 1359780.2610722182, 372953.72567314585 1360502.4872564073, 372878.3733593791 1361027.0656406311, 372533.80501575064 1361767.5725545422, 372312.4114213828 1362267.5271615745, 371964.38092781464 1362212.2058842108, 371566.0537789285 1362018.1512777598, 371255.3644598204 1361981.622591753, 371066.5573950368 1362043.1016041439, 370696.7869529535 1362066.2047045324, 370448.0045189937 1361985.1959689, 370054.8323538845 1361557.4335134854, 369477.5589285687 1361493.8607287502, 367252.6496671553 1362911.6525188934, 366110.9359437295 1363112.344126998, 365142.2187889169 1363782.0948433501, 365220.8663819175 1364579.1330708168, 365374.2716768773 1365528.1718775746, 366369.90540480963 1367115.6057449607, 366372.31640551623 1367121.992055426, 366586.9160152733 1367690.4432095306, 367380.79278276046 1368176.078663091, 367585.3019029021 1368301.18824301, 368424.04938146495 1368135.6761880254, 368439.08884822944 1368111.3727416594, 368600.4620960157 1367850.5982692684, 369434.96460957336 1367917.0148781394, 369464.0545895712 1366877.2612757506, 369309.3766403948 1366522.5855903584, 368978.8811758366 1366307.315715795, 369282.7573351639 1365942.12550511, 369802.71844828746 1365848.8382149448, 369925.7780643486 1365821.9066615526, 370166.42176943144 1365435.8461353343, 370458.2236390015 1365221.84579849, 370509.7940929547 1365189.3128482297, 371819.50503030024 1364363.1410756556, 372925.88782969874 1363893.212395753, 372855.38256581075 1363435.3384298552, 373119.2886410975 1362239.359730518, 373615.5244166723 1362100.3532851147, 373879.0787432162 1362009.7325419849, 374475.5230122445 1361763.722084206, 374871.53969918983 1361785.7072539723, 375209.5689637108 1361863.21272597, 375578.9342693665 1362007.6979728779, 375569.15877461527 1362445.9276423766, 375668.0440886052 1362697.3653503156, 375818.4880689573 1363025.167807302, 375819.88714476884 1363353.6052900678, 375951.9116241921 1363732.0163637784, 375897.3282609412 1364055.6189329943, 376628.91678086645 1364127.480984834, 379897.6169288569 1364116.9979580822, 380770.8675766516 1363443.896033831, 379641.6894929491 1363204.0716499616, 379011.7611030691 1360945.3072243277, 378827.7850065299 1359696.5403485796, 377949.11422976526 1358710.8603850785, 376593.5966033522 1357732.6159877072, 377196.4844105088 1356147.2433645276, 377578.3303870778 1355512.6672905996, 378060.1510601371 1354711.9780957014, 377868.94883871987 1352758.2586971098, 377863.41048887 1352701.6666771427))",1,0,1,0,81494308.60289998,0.0,0.0,0.0
2,Katsina,Kankia,Tsa Magam,42010,"MULTIPOLYGON (((355262.80298729794 1364164.3640476165, 354719.26124316134 1364282.924144572, 354049.192222656 1364677.9344839274, 353517.3472152201 1364880.037325992, 353776.0318680036 1365494.0705733346, 354029.2524962815 1366211.9175103954, 354773.89148197754 1367105.5728990345, 355153.69359560346 1367207.852964938, 357323.1906610314 1366901.8015268762, 358503.2430169228 1365891.130723731, 362477.53830603324 1366530.2847618512, 363445.25768633396 1366752.6531710098, 364098.76556394727 1366902.8397104552, 364091.68235802685 1366722.3477035933, 364023.9441306988 1366622.6534211196, 363930.9724392479 1366659.9344659979, 363847.78329473326 1366576.1040224177, 363759.8875803668 1366592.3069862553, 363728.32154803455 1366481.916183546, 363613.31778728956 1366235.059268479, 363530.0279718424 1366130.1749325, 363488.6791083398 1366140.8964851527, 363395.7556616908 1366188.7064562854, 363312.93461584934 1366183.831645021, 363266.1390255997 1366136.6778063083, 363312.21737110784 1366031.1862867924, 363203.4230379325 1366005.3789851204, 363099.7040319544 1365958.4930803014, 363094.03383258043 1365853.2446276485, 363088.38849763176 1365753.259838576, 362984.6931946117 1365711.6379057, 362683.1506357365 1365484.7437021136, 362628.16202828824 1365346.82950182, 362607.63808117044 1365110.057119052, 362560.85833192157 1365066.8519384204, 362467.8578842853 1365098.8736437268, 362363.083254557 1365103.3166717687, 362323.99087878165 1365044.2842260036, 362272.82517600234 1364894.508799724, 362163.4958210406 1364756.8522770896, 362081.0914248659 1364567.746760299, 362080.5306069921 1364449.3145744638, 361998.7983869075 1364402.3277752944, 361913.33432489797 1364386.9416296566, 361839.270668181 1364320.1798259448, 361780.488551651 1364202.0237375884, 361772.126472052 1364075.7327280564, 361713.5685204637 1364004.9498117846, 361759.3959978879 1363846.819202354, 361630.522279658 1363681.6220221529, 361594.89578171464 1363535.7213099904, 360659.6639734078 1363127.347973255, 360308.13397085486 1362922.386430288, 360165.04607944837 1362730.445750057, 359931.1480021233 1362468.3097665678, 359599.4168711242 1362020.4332296366, 359241.9196271444 1361591.940305768, 358696.8147395365 1361420.050493795, 358498.3155167297 1361505.6387516083, 357622.8160987125 1362203.3799960157, 357280.7576401296 1362294.9462669103, 356835.93576678884 1362515.441381499, 356571.31358839903 1362660.441705344, 356462.1719546246 1362729.1717608513, 356477.2451686888 1363165.7216444565, 356530.7111015896 1363525.0265522595, 356415.2182485868 1363692.5360678772, 356293.69591306127 1363819.244482959, 355932.9086378317 1364039.3312237558, 355351.85069484776 1364144.9415703423, 355262.80298729794 1364164.3640476165)), ((366928.41895166476 1368483.5725563588, 367030.07620907074 1368630.0164651598, 367278.8378696808 1368715.7290148064, 367520.3410963884 1368912.0141980767, 367732.25389584946 1369185.6253638302, 367693.78235255607 1369290.77778518, 367864.07885998697 1369418.4356031776, 367991.5820761128 1369693.6719566688, 368193.1487792008 1369871.7204605471, 368140.34397384565 1370093.0348030182, 368095.55634496786 1370199.8278721708, 368243.9113049858 1370396.541286436, 368336.3777727217 1370668.2165126277, 368344.40424287756 1370672.359126748, 369835.87234951963 1371353.690309132, 369993.45428818325 1371621.8648131886, 370038.1142320807 1371697.8685282466, 370001.21865156485 1371779.3056285947, 369903.1303183028 1371827.0450883664, 369218.45576643053 1372160.2901102963, 369141.8810730568 1373022.8137054595, 369627.65479403565 1373792.3948681285, 370363.14209707454 1376276.9625207055, 370735.77531057165 1377710.191057291, 371319.57507105573 1379083.379562735, 371325.3233401967 1379096.901155675, 371652.59073302394 1379120.6628155825, 371888.0665825593 1379137.76221868, 373981.391707824 1379357.5913707416, 375055.6817539508 1379217.309398643, 375007.59755401034 1376844.2628560907, 375524.22950978455 1376829.1946118376, 375526.8399999789 1376827.1107176393, 375982.60774994805 1376463.2992406276, 376219.3894490397 1376274.297646694, 377255.4880765386 1376205.6359164205, 377297.67710248963 1376202.8409407793, 378079.4047425533 1375889.975765037, 378091.3904744411 1375885.1790425996, 378097.9040584212 1375874.7517668623, 378159.39252263156 1375776.317560429, 378153.07124322804 1375761.2768266846, 377622.240800156 1374498.2892524304, 377635.0869103116 1374483.0869782998, 378173.85680377367 1373845.5308285311, 378289.58276735805 1373708.5912423162, 378235.8339192083 1373549.0411847464, 378228.423290016 1373411.3042347452, 378118.16229318886 1373003.834944147, 377994.1435438914 1372545.535667941, 377991.9158481095 1372537.3035541738, 378074.9356602974 1372103.2524770326, 377566.76322038745 1371508.7407241722, 377556.9290854079 1371497.2360591432, 376818.5116638375 1371108.7129134194, 376235.52063884714 1370801.988421018, 376129.78841180436 1370521.3166387451, 376044.52654952323 1370294.9883119056, 376037.7631862852 1370277.0349558191, 376669.82140641904 1369263.253445903, 378170.6046319902 1369883.8859124861, 378422.9533194152 1369880.0187876306, 378430.69448203745 1369865.229942768, 378666.1645930068 1369415.3916215643, 378158.89229772694 1367954.5223423901, 377801.520883737 1368036.0455325746, 376791.7201352089 1367578.113667131, 376396.256487056 1366885.3889358838, 376251.6418611163 1366632.079502362, 374602.4770801659 1365971.9536287398, 374573.3843338704 1365960.3095453382, 374547.6382258052 1365950.0048223604, 374123.58185035165 1365855.2941809, 373630.1890073418 1368345.1103146742, 369434.96460957336 1367917.0148781394, 368600.4620960157 1367850.5982692684, 368439.08884822944 1368111.3727416594, 368424.04938146495 1368135.6761880254, 367585.3019029021 1368301.18824301, 367380.79278276046 1368176.078663091, 367245.6833892051 1368375.3085276987, 367229.95632105623 1368398.4995882802, 366928.41895166476 1368483.5725563588)))",1,0,0,0,119383780.43849656,0.0,0.0,0.0
3,Katsina,Kankia,Tafashiya Nasarawa,42009,"POLYGON ((370876.73744022794 1385994.2331512172, 371517.5953784469 1386226.5013294667, 372073.2820252558 1386161.0803126604, 372599.4299648103 1385852.3767605931, 372975.51954780833 1385385.707037236, 373835.68154275883 1384725.1853008603, 374789.9444813151 1383270.6975198097, 374937.1246434286 1383234.5583641352, 375547.72462410544 1383178.0480780564, 375813.8851439422 1383172.6473286315, 377027.54021234205 1383127.2602200068, 377185.67453031195 1382675.0677179564, 377357.0588395533 1382250.9098784344, 377629.9617366672 1381245.5883119772, 375483.4344031404 1379748.4465421985, 375055.6817539508 1379217.309398643, 373981.391707824 1379357.5913707416, 371888.0665825593 1379137.76221868, 371652.59073302394 1379120.6628155825, 371325.3233401967 1379096.901155675, 371319.57507105573 1379083.379562735, 370735.77531057165 1377710.191057291, 370363.14209707454 1376276.9625207055, 368977.66193562926 1377538.3785583267, 367948.71216479933 1378041.7735377373, 366550.21673547255 1378858.464622223, 366448.83517420944 1378843.4145486206, 364489.2608028413 1379737.7992992115, 364682.1612475882 1381866.036625865, 366492.3110470209 1382288.7633989076, 366597.1250721873 1384586.8067550384, 368807.53492911207 1384865.787907421, 370810.7190255249 1385616.1024385937, 370876.73744022794 1385994.2331512172))",1,0,0,0,69147104.7680777,0.0,0.0,0.0
4,Katsina,Kankia,Sukuntuni,42008,"POLYGON ((369443.3732105175 1355918.6256621734, 368469.4462197935 1356526.504795555, 368110.05399293447 1357050.894352708, 367475.9997437444 1358265.426344218, 367396.6138015853 1358561.42668285, 367244.15100848477 1359011.7982184147, 367044.0777030777 1359205.1836778645, 366819.3168627925 1359520.8586852527, 366789.05223334243 1359970.4938431042, 366628.8081325003 1360260.1837888274, 365728.9625004962 1360377.8174552016, 365214.38561655465 1360452.8918806105, 365202.7940945022 1360741.9012028663, 364828.2431517303 1360801.423158566, 364254.52776317636 1360594.5802902537, 363857.74771994015 1360561.92317533, 363432.87209707184 1360501.9522350624, 362552.84454076405 1360286.3142301454, 362195.2275185008 1360216.543885663, 361667.3346753691 1360240.5614890452, 361070.40727986174 1360246.8518360127, 360721.8204320684 1360236.3725614783, 360549.4610939583 1360277.9821726545, 360337.02432508394 1360452.3747451836, 359671.8399018465 1360954.1687902617, 359103.9253482166 1361225.5217921468, 358696.8147395365 1361420.050493795, 359241.9196271444 1361591.940305768, 359599.4168711242 1362020.4332296366, 359931.1480021233 1362468.3097665678, 360165.04607944837 1362730.445750057, 360308.13397085486 1362922.386430288, 360659.6639734078 1363127.347973255, 361594.89578171464 1363535.7213099904, 361630.522279658 1363681.6220221529, 361759.3959978879 1363846.819202354, 361713.5685204637 1364004.9498117846, 361772.126472052 1364075.7327280564, 361780.488551651 1364202.0237375884, 361839.270668181 1364320.1798259448, 361913.33432489797 1364386.9416296566, 361998.7983869075 1364402.3277752944, 362080.5306069921 1364449.3145744638, 362081.0914248659 1364567.746760299, 362163.4958210406 1364756.8522770896, 362272.82517600234 1364894.508799724, 362323.99087878165 1365044.2842260036, 362363.083254557 1365103.3166717687, 362467.8578842853 1365098.8736437268, 362560.85833192157 1365066.8519384204, 362607.63808117044 1365110.057119052, 362628.16202828824 1365346.82950182, 362683.1506357365 1365484.7437021136, 362984.6931946117 1365711.6379057, 363088.38849763176 1365753.259838576, 363094.03383258043 1365853.2446276485, 363099.7040319544 1365958.4930803014, 363203.4230379325 1366005.3789851204, 363312.21737110784 1366031.1862867924, 363266.1390255997 1366136.6778063083, 363312.93461584934 1366183.831645021, 363395.7556616908 1366188.7064562854, 363488.6791083398 1366140.8964851527, 363530.0279718424 1366130.1749325, 363613.31778728956 1366235.059268479, 363728.32154803455 1366481.916183546, 363759.8875803668 1366592.3069862553, 363847.78329473326 1366576.1040224177, 363930.9724392479 1366659.9344659979, 364023.9441306988 1366622.6534211196, 364091.68235802685 1366722.3477035933, 364098.76556394727 1366902.8397104552, 364269.5135407711 1366960.7099124645, 364295.3669582813 1366956.3782701013, 364344.91551492526 1366928.7756221946, 364374.9331736318 1366929.6882808122, 364404.0437006771 1366957.976692507, 364408.4288547995 1367010.5936007637, 364404.495453433 1367054.8272219107, 364414.9575217726 1367078.99178065, 364439.80050435587 1367079.928726467, 364480.9860559074 1367034.4683158242, 364521.21054277115 1367004.8040173056, 364555.3825502046 1367008.85572494, 364621.08743636473 1367116.9825453144, 364622.9321444391 1367235.2764416025, 364701.2855499648 1367392.8233573155, 364769.69103477756 1367497.7794934646, 364803.33221182675 1367582.500580417, 364862.6004716259 1367642.2313514736, 364940.2837727581 1367656.0821889793, 364969.9616941499 1367695.4222145206, 364956.10074708506 1367719.1735532996, 364874.0324376618 1367763.770242957, 364840.26298568054 1367846.0415196281, 364810.9523163461 1367885.6559875885, 364770.67988451204 1367904.7927153718, 364747.52730583807 1367933.3246869138, 364743.1056050612 1367983.8770874375, 364772.84968722844 1368037.4286493899, 364834.9794350886 1368045.0351557238, 364906.26138465013 1368017.858391002, 364955.786452255 1368063.422738178, 364992.3620870026 1368139.576531561, 365024.8303601611 1368167.0602875627, 365072.6507051701 1368157.6266132935, 365124.3333766337 1368144.2272501038, 365155.51413494797 1368173.0328306216, 365174.265923474 1368311.1185988646, 365265.14677360206 1368381.7572334786, 365305.68128652615 1368475.0000914081, 365354.9838750744 1368506.3538034235, 365446.8646261399 1368513.823461731, 365563.2196476883 1368498.8093106882, 365625.165260304 1368466.9402461264, 365706.36259104 1368402.08415485, 365730.94069390435 1368401.9705027419, 365786.80798790284 1368454.3493028805, 365969.5343153539 1368469.2965220178, 366058.5714065883 1368477.3076376966, 366116.35857971944 1368441.2479367887, 366174.25271920545 1368428.3481998546, 366308.9303534117 1368459.3100043545, 366410.3081000749 1368450.421497746, 366445.41603259114 1368433.4162281924, 366447.1467848981 1368359.716534886, 366484.31483062013 1368340.5961445034, 366556.8521860192 1368361.317625883, 366633.6060921287 1368398.8635790003, 366688.56633445586 1368430.0145861257, 366928.41895166476 1368483.5725563588, 367229.95632105623 1368398.4995882802, 367245.6833892051 1368375.3085276987, 367380.79278276046 1368176.078663091, 366586.9160152733 1367690.4432095306, 366372.31640551623 1367121.992055426, 366369.90540480963 1367115.6057449607, 365374.2716768773 1365528.1718775746, 365220.8663819175 1364579.1330708168, 365142.2187889169 1363782.0948433501, 366110.9359437295 1363112.344126998, 367252.6496671553 1362911.6525188934, 369477.5589285687 1361493.8607287502, 370054.8323538845 1361557.4335134854, 370448.0045189937 1361985.1959689, 370696.7869529535 1362066.2047045324, 371066.5573950368 1362043.1016041439, 371255.3644598204 1361981.622591753, 371566.0537789285 1362018.1512777598, 371964.38092781464 1362212.2058842108, 372312.4114213828 1362267.5271615745, 372533.80501575064 1361767.5725545422, 372878.3733593791 1361027.0656406311, 372953.72567314585 1360502.4872564073, 372726.9891880628 1359780.2610722182, 372852.69162391755 1359407.0542703154, 372971.2201012982 1359260.667956689, 373348.38530077186 1356466.268099415, 372902.1441181037 1356201.936616726, 372780.5007684341 1356212.3959227768, 371786.5713704558 1356123.6599490996, 371098.3894688981 1355935.7668042518, 370667.3925473245 1355864.9035036338, 370132.51718882244 1355993.157287931, 369443.3732105175 1355918.6256621734))",1,0,0,0,67679486.48319995,0.0,0.0,0.0
5,Katsina,Kankia,Gachi,42002,"POLYGON ((384954.39674545405 1387561.8438890707, 384516.84466200945 1387054.1257226516, 384753.3183944818 1386228.4306705554, 383450.80536209187 1385615.3227544173, 381831.44497439405 1385354.9010603765, 380559.68815887015 1384604.3959919433, 380532.3266665415 1384642.3767323627, 380472.13113220787 1384714.559158637, 380474.71729927335 1384765.703997785, 380503.3447221703 1384835.0632009297, 380485.77048260043 1384985.8835385353, 380381.6277636102 1385210.3330721685, 379847.92201642867 1385250.0410420173, 379463.9753848703 1385150.5976469307, 379314.33893325843 1385186.074948601, 379161.98011219787 1385131.4147431154, 378922.8314681202 1385110.3027602937, 378597.03392582416 1385155.9222115662, 378412.5435452262 1385212.0055149253, 377870.979562504 1385623.542618945, 377232.11181839684 1386146.1118770011, 376450.63020584075 1386348.5592372783, 376298.60479099845 1386371.3362109344, 376168.31090480654 1386394.0200715836, 376005.2287613838 1386372.6044557972, 375733.63234848506 1386384.8419297545, 375508.398758852 1386362.4141039744, 375303.7405888924 1386372.1838941781, 374969.6935553229 1386483.0837063799, 374836.815841318 1386653.703619895, 374635.12077990925 1386884.079781821, 374124.5555361958 1387464.2939696948, 373757.77544873056 1387880.9546997903, 373625.9101868655 1388030.078401754, 373320.4796817269 1388368.7649559733, 374782.51638738764 1388983.9731009128, 375706.6244214535 1389114.4507923834, 376468.0824141317 1389362.3778237111, 376975.0523586803 1389151.5690197083, 377809.5525571515 1389052.5364362623, 379019.5078529046 1390773.5197092912, 378805.71299351595 1390878.1943249472, 379192.55020841816 1391267.1775172648, 379609.98209972185 1391690.4759173093, 379962.72362915 1392096.0792071954, 380229.1597942529 1392399.8285685487, 381521.5474787239 1392385.8776906014, 381800.5108697084 1392324.3185708325, 381676.3813048012 1391298.6580583926, 380243.35504025884 1390548.3270017875, 380424.63768504094 1389683.9867655942, 381715.92363885057 1389202.7241208053, 382149.65456587024 1389398.1426263785, 382320.5446421881 1390449.8490660454, 382578.29325326043 1390586.626546621, 384026.0985658807 1390010.602263083, 384031.55992003065 1389512.6094750024, 384717.65027542866 1389072.854794925, 385299.6735005096 1388412.3193855314, 384954.39674545405 1387561.8438890707))",1,0,0,0,46131948.41004496,0.0,0.0,0.0
6,Katsina,Kankia,Kafin Soli,42005,"POLYGON ((361802.70441186416 1388521.5482383266, 361740.4749896554 1388737.3994998103, 361434.6825900766 1389053.2210553277, 361354.5110617832 1389296.099399217, 361392.23272866005 1389619.2331742602, 361484.5321473518 1390013.9456679022, 361535.27263651683 1390430.4960279092, 362224.19860037504 1389947.4781675288, 362993.34438327316 1389908.413146113, 364042.4511956655 1390112.8414858172, 365325.1707024063 1389877.4453368583, 366003.8972659608 1389553.3917784742, 366244.8694197257 1389734.5656060237, 366694.35299730406 1390166.6221541818, 368969.8673807235 1389577.3602540751, 369205.6624420886 1389322.8759377333, 369673.3394967444 1388384.1629201933, 370576.33358982916 1386899.7618142772, 370876.73744022794 1385994.2331512172, 370810.7190255249 1385616.1024385937, 368807.53492911207 1384865.787907421, 366597.1250721873 1384586.8067550384, 366492.3110470209 1382288.7633989076, 364682.1612475882 1381866.036625865, 364489.2608028413 1379737.7992992115, 366448.83517420944 1378843.4145486206, 366550.21673547255 1378858.464622223, 367948.71216479933 1378041.7735377373, 368977.66193562926 1377538.3785583267, 370363.14209707454 1376276.9625207055, 369627.65479403565 1373792.3948681285, 369141.8810730568 1373022.8137054595, 369218.45576643053 1372160.2901102963, 369903.1303183028 1371827.0450883664, 370001.21865156485 1371779.3056285947, 370038.1142320807 1371697.8685282466, 369993.45428818325 1371621.8648131886, 369835.87234951963 1371353.690309132, 368344.40424287756 1370672.359126748, 368336.3777727217 1370668.2165126277, 368263.1308091337 1370739.7249492498, 368153.01768282865 1370847.225620333, 368147.24747412663 1370852.8589432107, 367505.5868475318 1371479.3225537904, 368350.16903085355 1372582.938652831, 368155.60773854854 1373310.0720521035, 368121.07503525936 1373342.119171587, 368258.636222585 1373865.706861121, 367943.27289382514 1373851.7178073123, 367897.39743824 1373908.556669609, 367099.1376725291 1374685.038224799, 366111.2598771294 1375139.4813869714, 364822.93293480703 1376115.8781664683, 363747.4709187697 1376851.0242008164, 362708.2450909299 1377590.4145542204, 362712.71752287156 1377601.1468189715, 362674.4804889744 1377717.3718866473, 362588.68413480173 1377961.1208361613, 362503.047209396 1378238.0523909035, 361943.11755641236 1378800.2711901993, 361359.0310357741 1379181.9541129803, 360994.21169927926 1380441.9535319794, 360492.1608957608 1381907.532782221, 360923.025072646 1382400.0478915798, 362450.9906414681 1383581.4788545659, 364344.18850192614 1382782.2937920562, 365009.63958338054 1384569.3626740747, 362938.1687913595 1384771.1842263406, 362881.9404533033 1385305.8144807976, 363405.46078311134 1386625.7712108833, 363332.5982474181 1387113.0900460219, 363026.86920541583 1387199.423530466, 363018.1185353383 1387509.7842666965, 362684.6650592359 1387717.9573231975, 362223.0762445843 1388164.0098115525, 361802.70441186416 1388521.5482383266))",1,0,1,0,87381757.02864431,0.0,0.0,0.0
7,Borno,Dikwa,Dikwa,10803,"POLYGON ((1038556.4275607045 1339224.4178331199, 1038723.9682983062 1335584.3546612528, 1038454.2944426264 1334574.0132474962, 1038240.4492191223 1333772.9028570997, 1038294.4700585315 1332126.175501933, 1038994.8852806553 1330904.3799635798, 1040050.6480270302 1329411.5406319946, 1040244.9738023861 1328813.6118858466, 1040621.5402969001 1328881.6243450472, 1040865.3546300037 1328259.6348279337, 1040222.5847791514 1327877.152318558, 1039831.7626163085 1327654.480066807, 1038585.209768992 1326900.113594209, 1037212.7228254465 1326176.393144184, 1035614.9915242667 1327090.3319340304, 1034991.8058438707 1329773.6078291715, 1035363.1245411886 1330653.6485006183, 1035767.0817060117 1332674.012590821, 1034794.1603581765 1334896.685350109, 1034354.7412179348 1334920.6345934721, 1033375.3827885211 1334557.286495973, 1031202.6895134794 1333578.7642759103, 1029647.1005088286 1333195.9197467656, 1032554.0892556467 1340137.5351147584, 1033695.9581854636 1340094.0226702974, 1034915.315932005 1344652.301338353, 1035727.6767992725 1345844.7906540511, 1037310.8140737797 1345264.1190026386, 1037887.1171186215 1344065.6477262627, 1039611.6628102454 1343708.0677176863, 1040094.6217037684 1342542.143102447, 1039534.4960100628 1341346.5301483257, 1038556.4275607045 1339224.4178331199))",1,0,3,0,97208639.61945222,0.0,0.0,0.0
8,Fct,Gwagwalada,Ibwa,FCTGWA04,"POLYGON ((283669.2063095177 1023823.4112232431, 287929.7760597691 1020526.0812606774, 290457.7376505398 1018570.1863600044, 291806.91021600156 1017533.2352264457, 291307.2092377231 1013561.7921174434, 290105.51281288004 1008909.2236701864, 288484.55642503366 1006627.8292434193, 289534.65734387806 1004845.5456413002, 293279.00828346214 1003646.7581782407, 293267.729877203 1003616.800051102, 292186.1697268416 1000743.9659044697, 292602.80766488484 998670.2986225323, 293884.3948042674 996018.4339680348, 291322.4894239851 993978.5898898229, 290301.0920145844 993285.0159184086, 290287.6910527281 993275.9162418752, 289873.4546946345 992994.644452236, 288944.05763673375 992832.7239980181, 287365.1451933895 994138.9025815031, 286915.72974526195 994501.5250281331, 285163.2755732419 995904.7042895971, 280852.42200524174 1001510.5878778752, 281513.1066127793 1002493.9513242808, 281034.08566215116 1004602.4037017276, 281276.20677782735 1007003.0354917011, 281884.6029263022 1007900.3646857347, 282522.22889185016 1009314.505249682, 282583.2078011205 1011365.5753404591, 281966.0583685263 1012594.4349795432, 283637.97075376566 1013551.7523445612, 284288.30075755063 1013924.1459693846, 286219.3270770081 1015492.9799413816, 285321.82218511705 1016386.2387135653, 283912.2967929606 1016907.2378332192, 283410.76702946465 1018449.8728688689, 281690.5665203127 1019525.470132493, 280676.34148450784 1020557.7250824576, 279935.28941003105 1021726.5602016274, 280978.50118141604 1022575.9590532612, 281857.07298226503 1022334.8362082795, 283149.79582323716 1022741.005833863, 283669.2063095177 1023823.4112232431))",1,3,0,0,238290619.61717203,0.0,0.0,0.0
